time,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120
1140,357.632,357.633,357.635,357.639,357.644,357.65,357.658,357.667,357.678,357.69,357.703,357.6,357.601,357.603,357.607,357.612,357.618,357.626,357.635,357.646,357.658,357.671,357.575,357.576,357.579,357.582,357.587,357.593,357.601,357.61,357.621,357.633,357.647,357.558,357.559,357.561,357.564,357.569,357.576,357.584,357.593,357.603,357.615,357.629,357.547,357.548,357.55,357.554,357.559,357.565,357.573,357.582,357.593,357.605,357.618,357.544,357.545,357.547,357.55,357.555,357.562,357.569,357.579,357.589,357.601,357.615,357.547,357.548,357.55,357.554,357.559,357.565,357.573,357.582,357.593,357.605,357.618,357.558,357.559,357.561,357.564,357.569,357.576,357.584,357.593,357.603,357.615,357.629,357.575,357.576,357.579,357.582,357.587,357.593,357.601,357.61,357.621,357.633,357.647,357.6,357.601,357.603,357.607,357.612,357.618,357.626,357.635,357.646,357.658,357.671,357.632,357.633,357.635,357.639,357.644,357.65,357.658,357.667,357.678,357.69,357.703
1150,358.439,358.44,358.442,358.446,358.451,358.457,358.465,358.474,358.484,358.496,358.509,358.408,358.409,358.411,358.415,358.42,358.426,358.433,358.442,358.453,358.465,358.478,358.384,358.385,358.387,358.39,358.395,358.402,358.409,358.418,358.429,358.44,358.454,358.366,358.367,358.37,358.373,358.378,358.384,358.392,358.401,358.411,358.423,358.436,358.356,358.357,358.359,358.363,358.368,358.374,358.381,358.391,358.401,358.413,358.426,358.353,358.354,358.356,358.359,358.364,358.37,358.378,358.387,358.397,358.409,358.422,358.356,358.357,358.359,358.363,358.368,358.374,358.381,358.391,358.401,358.413,358.426,358.366,358.367,358.37,358.373,358.378,358.384,358.392,358.401,358.411,358.423,358.436,358.384,358.385,358.387,358.39,358.395,358.402,358.409,358.418,358.429,358.44,358.454,358.408,358.409,358.411,358.415,358.42,358.426,358.433,358.442,358.453,358.465,358.478,358.439,358.44,358.442,358.446,358.451,358.457,358.465,358.474,358.484,358.496,358.509
1160,359.231,359.232,359.234,359.238,359.242,359.249,359.256,359.265,359.275,359.287,359.3,359.201,359.201,359.204,359.207,359.212,359.218,359.225,359.234,359.245,359.256,359.269,359.177,359.178,359.18,359.183,359.188,359.194,359.202,359.211,359.221,359.232,359.245,359.16,359.161,359.163,359.166,359.171,359.177,359.185,359.194,359.204,359.215,359.228,359.15,359.151,359.153,359.156,359.161,359.167,359.175,359.183,359.194,359.205,359.218,359.146,359.147,359.149,359.153,359.157,359.164,359.171,359.18,359.19,359.202,359.215,359.15,359.151,359.153,359.156,359.161,359.167,359.175,359.183,359.194,359.205,359.218,359.16,359.161,359.163,359.166,359.171,359.177,359.185,359.194,359.204,359.215,359.228,359.177,359.178,359.18,359.183,359.188,359.194,359.202,359.211,359.221,359.232,359.245,359.201,359.201,359.204,359.207,359.212,359.218,359.225,359.234,359.245,359.256,359.269,359.231,359.232,359.234,359.238,359.242,359.249,359.256,359.265,359.275,359.287,359.3
1170,360.008,360.009,360.011,360.014,360.019,360.025,360.032,360.041,360.051,360.062,360.075,359.978,359.979,359.981,359.984,359.989,359.995,360.002,360.011,360.021,360.032,360.045,359.955,359.956,359.958,359.961,359.966,359.972,359.979,359.988,359.998,360.009,360.022,359.938,359.939,359.941,359.944,359.949,359.955,359.962,359.971,359.981,359.993,360.005,359.928,359.929,359.931,359.934,359.939,359.945,359.952,359.961,359.971,359.983,359.995,359.925,359.926,359.928,359.931,359.936,359.942,359.949,359.958,359.968,359.979,359.992,359.928,359.929,359.931,359.934,359.939,359.945,359.952,359.961,359.971,359.983,359.995,359.938,359.939,359.941,359.944,359.949,359.955,359.962,359.971,359.981,359.993,360.005,359.955,359.956,359.958,359.961,359.966,359.972,359.979,359.988,359.998,360.009,360.022,359.978,359.979,359.981,359.984,359.989,359.995,360.002,360.011,360.021,360.032,360.045,360.008,360.009,360.011,360.014,360.019,360.025,360.032,360.041,360.051,360.062,360.075
1180,360.77,360.771,360.773,360.776,360.781,360.787,360.794,360.803,360.812,360.823,360.836,360.741,360.742,360.744,360.747,360.751,360.757,360.765,360.773,360.783,360.794,360.806,360.718,360.719,360.721,360.724,360.729,360.735,360.742,360.75,360.76,360.771,360.784,360.701,360.702,360.704,360.708,360.712,360.718,360.725,360.734,360.744,360.755,360.767,360.692,360.692,360.695,360.698,360.702,360.708,360.716,360.724,360.734,360.745,360.757,360.688,360.689,360.691,360.695,360.699,360.705,360.712,360.721,360.731,360.742,360.754,360.692,360.692,360.695,360.698,360.702,360.708,360.716,360.724,360.734,360.745,360.757,360.701,360.702,360.704,360.708,360.712,360.718,360.725,360.734,360.744,360.755,360.767,360.718,360.719,360.721,360.724,360.729,360.735,360.742,360.75,360.76,360.771,360.784,360.741,360.742,360.744,360.747,360.751,360.757,360.765,360.773,360.783,360.794,360.806,360.77,360.771,360.773,360.776,360.781,360.787,360.794,360.803,360.812,360.823,360.836
1190,361.518,361.518,361.52,361.524,361.528,361.534,361.541,361.549,361.559,361.57,361.582,361.489,361.49,361.492,361.495,361.499,361.505,361.512,361.521,361.53,361.541,361.553,361.466,361.467,361.469,361.472,361.477,361.483,361.49,361.498,361.508,361.519,361.531,361.45,361.451,361.453,361.456,361.461,361.467,361.474,361.482,361.492,361.503,361.515,361.441,361.441,361.443,361.447,361.451,361.457,361.464,361.472,361.482,361.493,361.505,361.437,361.438,361.44,361.444,361.448,361.454,361.461,361.469,361.479,361.49,361.502,361.441,361.441,361.443,361.447,361.451,361.457,361.464,361.472,361.482,361.493,361.505,361.45,361.451,361.453,361.456,361.461,361.467,361.474,361.482,361.492,361.503,361.515,361.466,361.467,361.469,361.472,361.477,361.483,361.49,361.498,361.508,361.519,361.531,361.489,361.49,361.492,361.495,361.499,361.505,361.512,361.521,361.53,361.541,361.553,361.518,361.518,361.52,361.524,361.528,361.534,361.541,361.549,361.559,361.57,361.582
1200,362.251,362.252,362.254,362.257,362.261,362.267,362.274,362.282,362.292,362.302,362.314,362.223,362.223,362.225,362.229,362.233,362.239,362.246,362.254,362.263,362.274,362.286,362.201,362.201,362.203,362.207,362.211,362.217,362.224,362.232,362.241,362.252,362.264,362.185,362.186,362.188,362.191,362.195,362.201,362.208,362.216,362.226,362.236,362.248,362.175,362.176,362.178,362.181,362.186,362.191,362.198,362.207,362.216,362.227,362.239,362.172,362.173,362.175,362.178,362.183,362.188,362.195,362.203,362.213,362.224,362.236,362.175,362.176,362.178,362.181,362.186,362.191,362.198,362.207,362.216,362.227,362.239,362.185,362.186,362.188,362.191,362.195,362.201,362.208,362.216,362.226,362.236,362.248,362.201,362.201,362.203,362.207,362.211,362.217,362.224,362.232,362.241,362.252,362.264,362.223,362.223,362.225,362.229,362.233,362.239,362.246,362.254,362.263,362.274,362.286,362.251,362.252,362.254,362.257,362.261,362.267,362.274,362.282,362.292,362.302,362.314
1210,362.97,362.971,362.973,362.976,362.98,362.986,362.993,363.001,363.01,363.021,363.032,362.942,362.943,362.945,362.948,362.953,362.958,362.965,362.973,362.982,362.993,363.005,362.921,362.922,362.924,362.927,362.931,362.937,362.943,362.951,362.961,362.971,362.983,362.905,362.906,362.908,362.911,362.916,362.921,362.928,362.936,362.945,362.956,362.968,362.896,362.897,362.899,362.902,362.906,362.912,362.919,362.927,362.936,362.947,362.958,362.893,362.894,362.896,362.899,362.903,362.909,362.916,362.924,362.933,362.943,362.955,362.896,362.897,362.899,362.902,362.906,362.912,362.919,362.927,362.936,362.947,362.958,362.905,362.906,362.908,362.911,362.916,362.921,362.928,362.936,362.945,362.956,362.968,362.921,362.922,362.924,362.927,362.931,362.937,362.943,362.951,362.961,362.971,362.983,362.942,362.943,362.945,362.948,362.953,362.958,362.965,362.973,362.982,362.993,363.005,362.97,362.971,362.973,362.976,362.98,362.986,362.993,363.001,363.01,363.021,363.032
1220,363.676,363.677,363.679,363.682,363.686,363.691,363.698,363.706,363.715,363.725,363.737,363.649,363.649,363.651,363.654,363.659,363.664,363.671,363.679,363.688,363.698,363.71,363.627,363.628,363.63,363.633,363.637,363.643,363.65,363.657,363.667,363.677,363.688,363.612,363.613,363.615,363.618,363.622,363.628,363.634,363.642,363.651,363.662,363.673,363.603,363.604,363.606,363.609,363.613,363.619,363.625,363.633,363.642,363.653,363.664,363.6,363.601,363.603,363.606,363.61,363.616,363.622,363.63,363.639,363.65,363.661,363.603,363.604,363.606,363.609,363.613,363.619,363.625,363.633,363.642,363.653,363.664,363.612,363.613,363.615,363.618,363.622,363.628,363.634,363.642,363.651,363.662,363.673,363.627,363.628,363.63,363.633,363.637,363.643,363.65,363.657,363.667,363.677,363.688,363.649,363.649,363.651,363.654,363.659,363.664,363.671,363.679,363.688,363.698,363.71,363.676,363.677,363.679,363.682,363.686,363.691,363.698,363.706,363.715,363.725,363.737
1230,364.368,364.369,364.371,364.374,364.378,364.383,364.39,364.397,364.406,364.416,364.428,364.341,364.342,364.344,364.347,364.351,364.356,364.363,364.371,364.38,364.39,364.401,364.32,364.321,364.323,364.326,364.33,364.336,364.342,364.35,364.359,364.369,364.38,364.306,364.306,364.308,364.311,364.315,364.321,364.327,364.335,364.344,364.354,364.365,364.297,364.297,364.299,364.302,364.307,364.312,364.318,364.326,364.335,364.345,364.357,364.294,364.295,364.296,364.299,364.304,364.309,364.315,364.323,364.332,364.342,364.354,364.297,364.297,364.299,364.302,364.307,364.312,364.318,364.326,364.335,364.345,364.357,364.306,364.306,364.308,364.311,364.315,364.321,364.327,364.335,364.344,364.354,364.365,364.32,364.321,364.323,364.326,364.33,364.336,364.342,364.35,364.359,364.369,364.38,364.341,364.342,364.344,364.347,364.351,364.356,364.363,364.371,364.38,364.39,364.401,364.368,364.369,364.371,364.374,364.378,364.383,364.39,364.397,364.406,364.416,364.428
1240,365.047,365.048,365.05,365.052,365.057,365.062,365.068,365.076,365.085,365.094,365.106,365.021,365.022,365.023,365.026,365.03,365.036,365.042,365.05,365.058,365.068,365.079,365,365.001,365.003,365.006,365.01,365.015,365.022,365.029,365.038,365.048,365.059,364.986,364.987,364.988,364.991,364.995,365.001,365.007,365.015,365.023,365.033,365.044,364.977,364.978,364.98,364.983,364.987,364.992,364.998,365.006,365.015,365.025,365.036,364.974,364.975,364.977,364.98,364.984,364.989,364.995,365.003,365.012,365.022,365.033,364.977,364.978,364.98,364.983,364.987,364.992,364.998,365.006,365.015,365.025,365.036,364.986,364.987,364.988,364.991,364.995,365.001,365.007,365.015,365.023,365.033,365.044,365,365.001,365.003,365.006,365.01,365.015,365.022,365.029,365.038,365.048,365.059,365.021,365.022,365.023,365.026,365.03,365.036,365.042,365.05,365.058,365.068,365.079,365.047,365.048,365.05,365.052,365.057,365.062,365.068,365.076,365.085,365.094,365.106
1250,365.713,365.714,365.716,365.718,365.722,365.728,365.734,365.741,365.75,365.76,365.77,365.687,365.688,365.69,365.693,365.697,365.702,365.708,365.716,365.724,365.734,365.745,365.667,365.668,365.67,365.673,365.677,365.682,365.688,365.696,365.704,365.714,365.725,365.653,365.654,365.656,365.658,365.662,365.668,365.674,365.681,365.69,365.7,365.711,365.644,365.645,365.647,365.65,365.654,365.659,365.665,365.673,365.681,365.691,365.702,365.642,365.642,365.644,365.647,365.651,365.656,365.662,365.67,365.679,365.688,365.699,365.644,365.645,365.647,365.65,365.654,365.659,365.665,365.673,365.681,365.691,365.702,365.653,365.654,365.656,365.658,365.662,365.668,365.674,365.681,365.69,365.7,365.711,365.667,365.668,365.67,365.673,365.677,365.682,365.688,365.696,365.704,365.714,365.725,365.687,365.688,365.69,365.693,365.697,365.702,365.708,365.716,365.724,365.734,365.745,365.713,365.714,365.716,365.718,365.722,365.728,365.734,365.741,365.75,365.76,365.77
1260,366.366,366.367,366.369,366.372,366.376,366.381,366.387,366.394,366.403,366.412,366.423,366.341,366.342,366.344,366.346,366.35,366.355,366.362,366.369,366.377,366.387,366.398,366.321,366.322,366.324,366.327,366.331,366.336,366.342,366.349,366.358,366.367,366.378,366.307,366.308,366.31,366.313,366.317,366.322,366.328,366.335,366.344,366.353,366.364,366.299,366.3,366.302,366.304,366.308,366.313,366.32,366.327,366.335,366.345,366.356,366.296,366.297,366.299,366.302,366.306,366.311,366.317,366.324,366.333,366.342,366.353,366.299,366.3,366.302,366.304,366.308,366.313,366.32,366.327,366.335,366.345,366.356,366.307,366.308,366.31,366.313,366.317,366.322,366.328,366.335,366.344,366.353,366.364,366.321,366.322,366.324,366.327,366.331,366.336,366.342,366.349,366.358,366.367,366.378,366.341,366.342,366.344,366.346,366.35,366.355,366.362,366.369,366.377,366.387,366.398,366.366,366.367,366.369,366.372,366.376,366.381,366.387,366.394,366.403,366.412,366.423
1270,367.007,367.008,367.01,367.012,367.016,367.021,367.027,367.034,367.043,367.052,367.063,366.982,366.983,366.985,366.988,366.992,366.997,367.003,367.01,367.018,367.027,367.038,366.963,366.964,366.966,366.968,366.972,366.977,366.983,366.991,366.999,367.008,367.019,366.949,366.95,366.952,366.955,366.959,366.964,366.97,366.977,366.985,366.994,367.005,366.941,366.942,366.944,366.946,366.95,366.955,366.961,366.969,366.977,366.986,366.997,366.938,366.939,366.941,366.944,366.948,366.953,366.959,366.966,366.974,366.983,366.994,366.941,366.942,366.944,366.946,366.95,366.955,366.961,366.969,366.977,366.986,366.997,366.949,366.95,366.952,366.955,366.959,366.964,366.97,366.977,366.985,366.994,367.005,366.963,366.964,366.966,366.968,366.972,366.977,366.983,366.991,366.999,367.008,367.019,366.982,366.983,366.985,366.988,366.992,366.997,367.003,367.01,367.018,367.027,367.038,367.007,367.008,367.01,367.012,367.016,367.021,367.027,367.034,367.043,367.052,367.063
1280,367.636,367.637,367.638,367.641,367.645,367.65,367.656,367.663,367.671,367.68,367.69,367.612,367.612,367.614,367.617,367.621,367.625,367.631,367.638,367.646,367.656,367.666,367.593,367.593,367.595,367.598,367.602,367.607,367.613,367.62,367.628,367.637,367.647,367.579,367.58,367.582,367.584,367.588,367.593,367.599,367.606,367.614,367.623,367.634,367.571,367.572,367.574,367.576,367.58,367.585,367.591,367.598,367.606,367.615,367.626,367.568,367.569,367.571,367.574,367.577,367.582,367.588,367.595,367.603,367.613,367.623,367.571,367.572,367.574,367.576,367.58,367.585,367.591,367.598,367.606,367.615,367.626,367.579,367.58,367.582,367.584,367.588,367.593,367.599,367.606,367.614,367.623,367.634,367.593,367.593,367.595,367.598,367.602,367.607,367.613,367.62,367.628,367.637,367.647,367.612,367.612,367.614,367.617,367.621,367.625,367.631,367.638,367.646,367.656,367.666,367.636,367.637,367.638,367.641,367.645,367.65,367.656,367.663,367.671,367.68,367.69
1290,368.253,368.253,368.255,368.258,368.261,368.266,368.272,368.279,368.287,368.296,368.306,368.229,368.229,368.231,368.234,368.238,368.242,368.248,368.255,368.263,368.272,368.282,368.21,368.211,368.213,368.215,368.219,368.224,368.23,368.237,368.244,368.253,368.264,368.197,368.198,368.199,368.202,368.206,368.211,368.216,368.223,368.231,368.24,368.25,368.189,368.19,368.191,368.194,368.198,368.203,368.208,368.215,368.223,368.232,368.242,368.186,368.187,368.189,368.191,368.195,368.2,368.206,368.213,368.221,368.23,368.24,368.189,368.19,368.191,368.194,368.198,368.203,368.208,368.215,368.223,368.232,368.242,368.197,368.198,368.199,368.202,368.206,368.211,368.216,368.223,368.231,368.24,368.25,368.21,368.211,368.213,368.215,368.219,368.224,368.23,368.237,368.244,368.253,368.264,368.229,368.229,368.231,368.234,368.238,368.242,368.248,368.255,368.263,368.272,368.282,368.253,368.253,368.255,368.258,368.261,368.266,368.272,368.279,368.287,368.296,368.306
1300,368.858,368.858,368.86,368.862,368.866,368.871,368.877,368.883,368.891,368.9,368.91,368.834,368.835,368.836,368.839,368.843,368.847,368.853,368.86,368.868,368.877,368.886,368.816,368.817,368.818,368.821,368.825,368.829,368.835,368.842,368.85,368.858,368.868,368.803,368.804,368.805,368.808,368.812,368.816,368.822,368.829,368.837,368.845,368.855,368.795,368.796,368.798,368.8,368.804,368.809,368.814,368.821,368.829,368.838,368.848,368.793,368.793,368.795,368.798,368.801,368.806,368.812,368.818,368.826,368.835,368.845,368.795,368.796,368.798,368.8,368.804,368.809,368.814,368.821,368.829,368.838,368.848,368.803,368.804,368.805,368.808,368.812,368.816,368.822,368.829,368.837,368.845,368.855,368.816,368.817,368.818,368.821,368.825,368.829,368.835,368.842,368.85,368.858,368.868,368.834,368.835,368.836,368.839,368.843,368.847,368.853,368.86,368.868,368.877,368.886,368.858,368.858,368.86,368.862,368.866,368.871,368.877,368.883,368.891,368.9,368.91
1310,369.451,369.452,369.453,369.456,369.459,369.464,369.47,369.476,369.484,369.493,369.502,369.428,369.429,369.43,369.433,369.436,369.441,369.447,369.453,369.461,369.47,369.479,369.41,369.411,369.412,369.415,369.419,369.423,369.429,369.436,369.443,369.452,369.462,369.397,369.398,369.4,369.402,369.406,369.411,369.416,369.423,369.43,369.439,369.449,369.39,369.391,369.392,369.395,369.398,369.403,369.409,369.415,369.423,369.431,369.441,369.387,369.388,369.39,369.392,369.396,369.4,369.406,369.413,369.42,369.429,369.439,369.39,369.391,369.392,369.395,369.398,369.403,369.409,369.415,369.423,369.431,369.441,369.397,369.398,369.4,369.402,369.406,369.411,369.416,369.423,369.43,369.439,369.449,369.41,369.411,369.412,369.415,369.419,369.423,369.429,369.436,369.443,369.452,369.462,369.428,369.429,369.43,369.433,369.436,369.441,369.447,369.453,369.461,369.47,369.479,369.451,369.452,369.453,369.456,369.459,369.464,369.47,369.476,369.484,369.493,369.502
1320,370.033,370.034,370.035,370.038,370.041,370.046,370.051,370.058,370.065,370.074,370.083,370.011,370.011,370.013,370.015,370.019,370.023,370.029,370.035,370.043,370.051,370.061,369.993,369.994,369.995,369.998,370.001,370.006,370.011,370.018,370.025,370.034,370.043,369.981,369.981,369.983,369.985,369.989,369.993,369.999,370.005,370.013,370.021,370.031,369.973,369.974,369.975,369.978,369.981,369.986,369.991,369.998,370.005,370.014,370.023,369.971,369.971,369.973,369.975,369.979,369.983,369.989,369.995,370.003,370.011,370.021,369.973,369.974,369.975,369.978,369.981,369.986,369.991,369.998,370.005,370.014,370.023,369.981,369.981,369.983,369.985,369.989,369.993,369.999,370.005,370.013,370.021,370.031,369.993,369.994,369.995,369.998,370.001,370.006,370.011,370.018,370.025,370.034,370.043,370.011,370.011,370.013,370.015,370.019,370.023,370.029,370.035,370.043,370.051,370.061,370.033,370.034,370.035,370.038,370.041,370.046,370.051,370.058,370.065,370.074,370.083
1330,370.604,370.605,370.606,370.609,370.612,370.617,370.622,370.628,370.636,370.644,370.653,370.582,370.583,370.584,370.587,370.59,370.595,370.6,370.606,370.614,370.622,370.631,370.565,370.566,370.567,370.57,370.573,370.577,370.583,370.589,370.597,370.605,370.614,370.553,370.553,370.555,370.557,370.561,370.565,370.571,370.577,370.584,370.593,370.602,370.545,370.546,370.547,370.55,370.553,370.558,370.563,370.57,370.577,370.585,370.595,370.543,370.544,370.545,370.548,370.551,370.555,370.561,370.567,370.575,370.583,370.592,370.545,370.546,370.547,370.55,370.553,370.558,370.563,370.57,370.577,370.585,370.595,370.553,370.553,370.555,370.557,370.561,370.565,370.571,370.577,370.584,370.593,370.602,370.565,370.566,370.567,370.57,370.573,370.577,370.583,370.589,370.597,370.605,370.614,370.582,370.583,370.584,370.587,370.59,370.595,370.6,370.606,370.614,370.622,370.631,370.604,370.605,370.606,370.609,370.612,370.617,370.622,370.628,370.636,370.644,370.653
1340,371.164,371.165,371.166,371.169,371.172,371.177,371.182,371.188,371.195,371.203,371.213,371.143,371.143,371.145,371.147,371.151,371.155,371.16,371.166,371.174,371.182,371.191,371.126,371.126,371.128,371.13,371.134,371.138,371.143,371.15,371.157,371.165,371.174,371.114,371.114,371.116,371.118,371.122,371.126,371.131,371.138,371.145,371.153,371.162,371.107,371.107,371.109,371.111,371.115,371.119,371.124,371.13,371.138,371.146,371.155,371.104,371.105,371.106,371.109,371.112,371.116,371.122,371.128,371.135,371.143,371.153,371.107,371.107,371.109,371.111,371.115,371.119,371.124,371.13,371.138,371.146,371.155,371.114,371.114,371.116,371.118,371.122,371.126,371.131,371.138,371.145,371.153,371.162,371.126,371.126,371.128,371.13,371.134,371.138,371.143,371.15,371.157,371.165,371.174,371.143,371.143,371.145,371.147,371.151,371.155,371.16,371.166,371.174,371.182,371.191,371.164,371.165,371.166,371.169,371.172,371.177,371.182,371.188,371.195,371.203,371.213
1350,371.714,371.714,371.716,371.718,371.722,371.726,371.731,371.737,371.744,371.752,371.761,371.693,371.693,371.695,371.697,371.7,371.705,371.71,371.716,371.723,371.731,371.74,371.676,371.677,371.678,371.68,371.684,371.688,371.693,371.699,371.706,371.715,371.723,371.664,371.665,371.666,371.669,371.672,371.676,371.681,371.688,371.695,371.703,371.712,371.657,371.658,371.659,371.662,371.665,371.669,371.674,371.681,371.688,371.696,371.705,371.655,371.655,371.657,371.659,371.663,371.667,371.672,371.678,371.685,371.693,371.702,371.657,371.658,371.659,371.662,371.665,371.669,371.674,371.681,371.688,371.696,371.705,371.664,371.665,371.666,371.669,371.672,371.676,371.681,371.688,371.695,371.703,371.712,371.676,371.677,371.678,371.68,371.684,371.688,371.693,371.699,371.706,371.715,371.723,371.693,371.693,371.695,371.697,371.7,371.705,371.71,371.716,371.723,371.731,371.74,371.714,371.714,371.716,371.718,371.722,371.726,371.731,371.737,371.744,371.752,371.761
1360,372.253,372.253,372.255,372.257,372.26,372.265,372.27,372.276,372.283,372.29,372.299,372.232,372.233,372.234,372.236,372.24,372.244,372.249,372.255,372.262,372.27,372.278,372.216,372.216,372.218,372.22,372.223,372.228,372.233,372.239,372.246,372.254,372.262,372.204,372.205,372.206,372.209,372.212,372.216,372.221,372.227,372.234,372.242,372.251,372.197,372.198,372.199,372.202,372.205,372.209,372.214,372.22,372.227,372.235,372.244,372.195,372.196,372.197,372.199,372.203,372.207,372.212,372.218,372.225,372.233,372.242,372.197,372.198,372.199,372.202,372.205,372.209,372.214,372.22,372.227,372.235,372.244,372.204,372.205,372.206,372.209,372.212,372.216,372.221,372.227,372.234,372.242,372.251,372.216,372.216,372.218,372.22,372.223,372.228,372.233,372.239,372.246,372.254,372.262,372.232,372.233,372.234,372.236,372.24,372.244,372.249,372.255,372.262,372.27,372.278,372.253,372.253,372.255,372.257,372.26,372.265,372.27,372.276,372.283,372.29,372.299
1370,372.781,372.782,372.783,372.786,372.789,372.793,372.798,372.804,372.811,372.818,372.827,372.761,372.762,372.763,372.765,372.769,372.773,372.778,372.784,372.79,372.798,372.807,372.745,372.746,372.747,372.749,372.753,372.757,372.762,372.768,372.774,372.782,372.791,372.734,372.734,372.736,372.738,372.741,372.745,372.75,372.756,372.763,372.771,372.78,372.727,372.728,372.729,372.731,372.735,372.739,372.744,372.75,372.756,372.764,372.773,372.725,372.725,372.727,372.729,372.732,372.736,372.741,372.747,372.754,372.762,372.77,372.727,372.728,372.729,372.731,372.735,372.739,372.744,372.75,372.756,372.764,372.773,372.734,372.734,372.736,372.738,372.741,372.745,372.75,372.756,372.763,372.771,372.78,372.745,372.746,372.747,372.749,372.753,372.757,372.762,372.768,372.774,372.782,372.791,372.761,372.762,372.763,372.765,372.769,372.773,372.778,372.784,372.79,372.798,372.807,372.781,372.782,372.783,372.786,372.789,372.793,372.798,372.804,372.811,372.818,372.827
1380,373.3,373.301,373.302,373.304,373.307,373.311,373.316,373.322,373.329,373.336,373.345,373.28,373.281,373.282,373.284,373.287,373.291,373.296,373.302,373.309,373.316,373.325,373.264,373.265,373.266,373.269,373.272,373.276,373.281,373.287,373.293,373.301,373.309,373.253,373.254,373.255,373.258,373.261,373.265,373.27,373.275,373.282,373.29,373.298,373.247,373.247,373.249,373.251,373.254,373.258,373.263,373.269,373.275,373.283,373.292,373.244,373.245,373.246,373.249,373.252,373.256,373.261,373.267,373.273,373.281,373.289,373.247,373.247,373.249,373.251,373.254,373.258,373.263,373.269,373.275,373.283,373.292,373.253,373.254,373.255,373.258,373.261,373.265,373.27,373.275,373.282,373.29,373.298,373.264,373.265,373.266,373.269,373.272,373.276,373.281,373.287,373.293,373.301,373.309,373.28,373.281,373.282,373.284,373.287,373.291,373.296,373.302,373.309,373.316,373.325,373.3,373.301,373.302,373.304,373.307,373.311,373.316,373.322,373.329,373.336,373.345
1390,373.809,373.809,373.811,373.813,373.816,373.82,373.825,373.831,373.837,373.844,373.853,373.789,373.79,373.791,373.793,373.796,373.8,373.805,373.811,373.817,373.825,373.833,373.774,373.775,373.776,373.778,373.781,373.785,373.79,373.796,373.802,373.81,373.818,373.763,373.764,373.765,373.767,373.77,373.774,373.779,373.785,373.791,373.799,373.807,373.756,373.757,373.758,373.761,373.764,373.768,373.772,373.778,373.785,373.792,373.8,373.754,373.755,373.756,373.758,373.762,373.765,373.77,373.776,373.783,373.79,373.798,373.756,373.757,373.758,373.761,373.764,373.768,373.772,373.778,373.785,373.792,373.8,373.763,373.764,373.765,373.767,373.77,373.774,373.779,373.785,373.791,373.799,373.807,373.774,373.775,373.776,373.778,373.781,373.785,373.79,373.796,373.802,373.81,373.818,373.789,373.79,373.791,373.793,373.796,373.8,373.805,373.811,373.817,373.825,373.833,373.809,373.809,373.811,373.813,373.816,373.82,373.825,373.831,373.837,373.844,373.853
1400,374.308,374.309,374.31,374.312,374.315,374.319,374.324,374.329,374.336,374.343,374.351,374.289,374.289,374.291,374.293,374.296,374.3,374.304,374.31,374.316,374.324,374.332,374.274,374.274,374.276,374.278,374.281,374.285,374.289,374.295,374.301,374.309,374.317,374.263,374.264,374.265,374.267,374.27,374.274,374.279,374.284,374.291,374.298,374.306,374.257,374.257,374.258,374.261,374.264,374.268,374.272,374.278,374.284,374.292,374.3,374.254,374.255,374.256,374.258,374.262,374.265,374.27,374.276,374.282,374.289,374.298,374.257,374.257,374.258,374.261,374.264,374.268,374.272,374.278,374.284,374.292,374.3,374.263,374.264,374.265,374.267,374.27,374.274,374.279,374.284,374.291,374.298,374.306,374.274,374.274,374.276,374.278,374.281,374.285,374.289,374.295,374.301,374.309,374.317,374.289,374.289,374.291,374.293,374.296,374.3,374.304,374.31,374.316,374.324,374.332,374.308,374.309,374.31,374.312,374.315,374.319,374.324,374.329,374.336,374.343,374.351
