time,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120
3720,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.703,399.703,399.703,399.703,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.703,399.703,399.703,399.703,399.703,399.703,399.704,399.704,399.704,399.704,399.704,399.703,399.703,399.703,399.703,399.703,399.703,399.704,399.704,399.704,399.704,399.704,399.703,399.703,399.703,399.703,399.703,399.703,399.704,399.704,399.704,399.704,399.704,399.703,399.703,399.703,399.703,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704,399.704
3730,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.709,399.709,399.709,399.709,399.709,399.71,399.71,399.71,399.71,399.71,399.71,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.71,399.71,399.71,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.71,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.71,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.71,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.71,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.709,399.71,399.71,399.71,399.709,399.709,399.709,399.709,399.709,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71,399.71
3740,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.716,399.716,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.715,399.716,399.716
3750,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.72,399.72,399.72,399.72,399.72,399.72,399.721,399.721,399.721,399.721,399.721,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.721,399.721,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.721,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.721,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.72,399.721,399.721,399.72,399.72,399.72,399.72,399.72,399.72,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721,399.721
3760,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.725,399.725,399.725,399.725,399.725,399.726,399.726,399.726,399.726,399.726,399.726,399.725,399.725,399.725,399.725,399.725,399.725,399.726,399.726,399.726,399.726,399.726,399.725,399.725,399.725,399.725,399.725,399.725,399.725,399.726,399.726,399.726,399.726,399.725,399.725,399.725,399.725,399.725,399.725,399.726,399.726,399.726,399.726,399.726,399.725,399.725,399.725,399.725,399.725,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726,399.726
3770,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.732,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.731,399.732
3780,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.737,399.737,399.737,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.736,399.737,399.737,399.737
3790,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.742,399.742,399.742,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.742,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.742,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.741,399.742,399.742,399.742
3800,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.747,399.747,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.746,399.747,399.747
3810,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751,399.751
3820,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.756,399.755,399.755,399.755,399.755,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756,399.756
3830,399.76,399.76,399.76,399.76,399.76,399.761,399.761,399.761,399.761,399.761,399.761,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.761,399.761,399.761,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.761,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.761,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.76,399.761,399.761,399.761,399.76,399.76,399.76,399.76,399.76,399.761,399.761,399.761,399.761,399.761,399.761
3840,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765,399.765
3850,399.769,399.769,399.769,399.77,399.77,399.77,399.77,399.77,399.77,399.77,399.77,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.77,399.77,399.77,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.77,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.77,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.769,399.77,399.77,399.77,399.769,399.769,399.769,399.77,399.77,399.77,399.77,399.77,399.77,399.77,399.77
3860,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.773,399.773,399.773,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.773,399.773,399.773,399.773,399.773,399.774,399.774,399.774,399.774,399.774,399.774,399.773,399.773,399.773,399.773,399.773,399.773,399.774,399.774,399.774,399.774,399.774,399.773,399.773,399.773,399.773,399.773,399.774,399.774,399.774,399.774,399.774,399.774,399.773,399.773,399.773,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774,399.774
3870,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.779,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.778,399.779
3880,399.782,399.782,399.782,399.782,399.782,399.782,399.783,399.783,399.783,399.783,399.783,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.783,399.783,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.782,399.783,399.783,399.782,399.782,399.782,399.782,399.782,399.782,399.783,399.783,399.783,399.783,399.783
3890,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.786,399.786,399.786,399.786,399.786,399.786,399.787,399.787,399.787,399.787,399.787,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.787,399.787,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.787,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.787,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.786,399.787,399.787,399.786,399.786,399.786,399.786,399.786,399.786,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787,399.787
3900,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.79,399.79,399.79,399.79,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.791,399.791,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.791,399.79,399.79,399.79,399.79,399.79,399.79,399.79,399.791,399.791,399.791,399.791,399.79,399.79,399.79,399.79,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791,399.791
3910,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.794,399.794,399.794,399.794,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.795,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.795,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.794,399.795,399.795,399.795,399.794,399.794,399.794,399.794,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795,399.795
3920,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.799,399.799,399.799,399.799,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.799,399.799,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.799,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.799,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.799,399.799,399.798,399.798,399.798,399.798,399.798,399.798,399.798,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799,399.799
3930,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.803,399.803,399.803,399.803,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.803,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.803,399.802,399.802,399.802,399.802,399.802,399.802,399.802,399.803,399.803,399.803,399.803
3940,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806,399.806
3950,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.809,399.809,399.809,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.809,399.809,399.809,399.809,399.809,399.81,399.81,399.81,399.81,399.81,399.81,399.809,399.809,399.809,399.809,399.809,399.81,399.81,399.81,399.81,399.81,399.81,399.809,399.809,399.809,399.809,399.809,399.81,399.81,399.81,399.81,399.81,399.81,399.809,399.809,399.809,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81,399.81
3960,399.813,399.813,399.813,399.813,399.813,399.814,399.814,399.814,399.814,399.814,399.814,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.814,399.814,399.814,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.814,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.814,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.813,399.814,399.814,399.814,399.813,399.813,399.813,399.813,399.813,399.814,399.814,399.814,399.814,399.814,399.814
3970,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817,399.817
3980,399.82,399.82,399.82,399.821,399.821,399.821,399.821,399.821,399.821,399.821,399.821,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.821,399.821,399.821,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.821,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.821,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.82,399.821,399.821,399.821,399.82,399.82,399.82,399.821,399.821,399.821,399.821,399.821,399.821,399.821,399.821
